date,product_type,region,market_segment,supplier,transport_mode,actual_demand_units,planned_order_units,avg_selling_price_usd,revenue_usd,opening_stock_units,safety_stock_units,reorder_point_units,lead_time_days,supplier_delay_days,shipping_time_days,logistics_cost_usd,disruption_type,disruption_severity_1_to_5,fulfilled_units,stockout_units,service_level_pct,supplier_risk_score,risk_level,dashboard_color_code,bullwhip_ratio_proxy,demand_spike_flag,delay_flag,source_note,month
2023-04-11,Analog IC,North America,Consumer Electronics,Supplier_E,Multimodal,7022,6890,8.3,58282.6,4257,1755,4564,22,0,13,1550.53,Unknown,0,7022,0,100.0,3.2,Low,Green,1.067,0,0,Synthetic dataset created for academic semiconductor SCM simulation,4
2023-04-12,Memory Chip,North America,Computing,Supplier_A,Multimodal,10713,10949,8.86,94917.18,9460,2678,6963,21,12,14,3044.86,Supplier Delay,2,10713,0,100.0,60.8,Medium,Orange,1.214,0,1,Synthetic dataset created for academic semiconductor SCM simulation,4
2023-04-13,Power IC,India,Telecom,Supplier_B,Multimodal,4888,5063,7.95,38859.6,5537,1222,3177,16,1,16,1404.94,Unknown,0,4888,0,100.0,6.7,Low,Green,1.223,0,1,Synthetic dataset created for academic semiconductor SCM simulation,4
2023-04-14,Logic IC,Rest of World,Consumer Electronics,Supplier_E,Sea,9024,9148,8.46,76343.04,11058,2256,5865,18,0,24,906.91,Unknown,0,9024,0,100.0,9.6,Low,Green,1.148,0,0,Synthetic dataset created for academic semiconductor SCM simulation,4
2023-04-15,Power IC,India,Telecom,Supplier_D,Multimodal,6178,7285,10.09,62336.02,2875,1544,4015,19,2,13,1973.74,Inventory Shortage,3,6178,0,100.0,31.8,Low,Green,1.342,0,1,Synthetic dataset created for academic semiconductor SCM simulation,4
2023-04-16,Power IC,Rest of World,Telecom,Supplier_C,Air,4579,4721,9.53,43637.87,3080,1144,2976,23,3,3,1872.2,Supplier Delay,2,4579,0,100.0,30.1,Low,Green,1.129,0,1,Synthetic dataset created for academic semiconductor SCM simulation,4
2023-04-17,Analog IC,North America,Automotive,Supplier_A,Air,6122,6229,7.86,48118.92,5513,1530,3979,14,9,5,2897.55,Supplier Delay,4,6122,0,100.0,63.5,Medium,Orange,1.102,0,1,Synthetic dataset created for academic semiconductor SCM simulation,4
2023-04-18,Sensor IC,Rest of World,Industrial,Supplier_D,Air,9671,11910,8.09,78238.39,8921,2417,6286,15,1,2,5546.91,Demand Spike,2,9671,0,100.0,19.5,Low,Green,1.371,1,1,Synthetic dataset created for academic semiconductor SCM simulation,4
2023-04-19,Analog IC,India,Consumer Electronics,Supplier_B,Road,8663,8427,6.86,59428.18,5323,2165,5630,28,3,7,1469.35,Unknown,0,8663,0,100.0,20.1,Low,Green,1.109,0,1,Synthetic dataset created for academic semiconductor SCM simulation,4
2023-04-20,Power IC,India,Telecom,Supplier_E,Air,5725,5806,4.05,23186.25,6449,1431,3721,24,0,5,2239.33,Unknown,0,5725,0,100.0,4.8,Low,Green,0.965,0,0,Synthetic dataset created for academic semiconductor SCM simulation,4
2023-04-21,Logic IC,Asia-Pacific,Automotive,Supplier_B,Air,8614,8944,12.2,105090.8,10777,2153,5599,20,3,5,3798.69,Unknown,0,8614,0,100.0,10.5,Low,Green,1.246,0,1,Synthetic dataset created for academic semiconductor SCM simulation,4
2023-04-22,Memory Chip,Europe,Telecom,Supplier_D,Air,18431,24523,11.97,220619.07,19676,4607,11980,18,0,6,10666.07,Demand Spike,1,18431,0,100.0,8.0,Low,Green,1.553,1,0,Synthetic dataset created for academic semiconductor SCM simulation,4
2023-04-23,Logic IC,India,Consumer Electronics,Supplier_A,Road,8761,8859,2.58,22603.38,10202,2190,5694,35,0,12,1888.16,Unknown,0,8761,0,100.0,18.0,Low,Green,1.049,0,0,Synthetic dataset created for academic semiconductor SCM simulation,4
2023-04-24,Sensor IC,Asia-Pacific,Telecom,Supplier_C,Sea,6295,6014,6.28,39532.6,5895,1573,4091,14,0,37,691.08,Logistics Delay,5,6295,0,100.0,60.0,Medium,Orange,0.966,0,1,Synthetic dataset created for academic semiconductor SCM simulation,4
2023-04-25,Memory Chip,Asia-Pacific,Automotive,Supplier_D,Air,8358,9260,12.13,101382.54,7461,2089,5432,23,1,5,4239.48,Unknown,0,8358,0,100.0,7.1,Low,Green,1.273,0,1,Synthetic dataset created for academic semiconductor SCM simulation,4
2023-04-26,Power IC,North America,Computing,Supplier_E,Air,5073,5383,8.37,42461.01,2689,1268,3297,33,10,3,2094.24,Supplier Delay,4,5073,0,100.0,82.6,High,Red,1.205,0,1,Synthetic dataset created for academic semiconductor SCM simulation,4
2023-04-27,Memory Chip,Asia-Pacific,Computing,Supplier_C,Sea,9934,10411,2.22,22053.48,12820,2483,6457,13,0,39,1304.69,Logistics Delay,4,9934,0,100.0,53.6,Medium,Orange,1.029,0,1,Synthetic dataset created for academic semiconductor SCM simulation,4
2023-04-28,Analog IC,Rest of World,Computing,Supplier_B,Air,6969,6791,11.43,79655.67,8461,1742,4529,19,0,5,3206.23,Unknown,0,6969,0,100.0,0.0,Low,Green,1.127,0,0,Synthetic dataset created for academic semiconductor SCM simulation,4
2023-04-29,Microcontroller,Rest of World,Industrial,Supplier_C,Air,7962,8711,7.35,58520.7,5970,1990,5175,32,2,5,4369.65,Unknown,0,7962,0,100.0,21.4,Low,Green,1.266,0,1,Synthetic dataset created for academic semiconductor SCM simulation,4
2023-04-30,Memory Chip,North America,Automotive,Supplier_B,Multimodal,16692,20328,9.66,161244.72,10442,4173,10849,23,1,14,5410.08,Demand Spike,2,16692,0,100.0,24.7,Low,Green,1.418,1,1,Synthetic dataset created for academic semiconductor SCM simulation,4
2023-05-01,Sensor IC,Asia-Pacific,Consumer Electronics,Supplier_C,Air,5679,5836,3.27,18570.33,3555,1419,3691,16,0,12,2797.48,Logistics Delay,3,5679,0,100.0,24.0,Low,Green,1.144,0,1,Synthetic dataset created for academic semiconductor SCM simulation,5
2023-05-02,Power IC,Rest of World,Automotive,Supplier_B,Multimodal,5788,5593,9.98,57764.24,5870,1447,3762,17,3,29,1598.59,Logistics Delay,1,5788,0,100.0,32.1,Low,Green,1.016,0,1,Synthetic dataset created for academic semiconductor SCM simulation,5
2023-05-03,Microcontroller,Asia-Pacific,Consumer Electronics,Supplier_D,Multimodal,6621,6960,3.54,23438.34,5631,1655,4303,40,1,14,1820.23,Unknown,0,6621,0,100.0,29.1,Low,Green,1.002,0,1,Synthetic dataset created for academic semiconductor SCM simulation,5
2023-05-04,Microcontroller,Asia-Pacific,Automotive,Supplier_D,Sea,7958,7930,8.98,71462.84,8693,1989,5172,33,0,27,870.18,Unknown,0,7958,0,100.0,27.6,Low,Green,1.161,0,0,Synthetic dataset created for academic semiconductor SCM simulation,5
2023-05-05,Logic IC,North America,Telecom,Supplier_A,Multimodal,8811,9173,10.63,93660.93,11622,2202,5727,27,0,22,2478.68,Unknown,0,8811,0,100.0,16.4,Low,Green,1.223,0,0,Synthetic dataset created for academic semiconductor SCM simulation,5
2023-05-06,Memory Chip,Rest of World,Consumer Electronics,Supplier_A,Multimodal,10541,10383,3.97,41847.77,13910,2635,6851,29,0,18,2465.94,Unknown,0,10541,0,100.0,15.6,Low,Green,0.978,0,0,Synthetic dataset created for academic semiconductor SCM simulation,5
2023-05-07,Analog IC,Asia-Pacific,Consumer Electronics,Supplier_C,Air,7035,8997,7.34,51636.9,1524,1758,4572,16,0,4,4010.99,Inventory Shortage,5,7035,0,100.0,40.0,Medium,Orange,1.477,0,0,Synthetic dataset created for academic semiconductor SCM simulation,5
2023-05-08,Memory Chip,Asia-Pacific,Consumer Electronics,Supplier_B,Road,10883,11360,8.71,94790.93,8636,2720,7073,20,0,6,2107.66,Unknown,0,10883,0,100.0,0.0,Low,Green,1.227,0,0,Synthetic dataset created for academic semiconductor SCM simulation,5
2023-05-09,Sensor IC,India,Automotive,Supplier_C,Multimodal,5911,6855,8.39,49593.29,2786,1477,3842,32,0,16,1886.17,Inventory Shortage,2,5911,0,100.0,33.6,Low,Green,1.212,0,0,Synthetic dataset created for academic semiconductor SCM simulation,5
2023-05-10,Logic IC,North America,Automotive,Supplier_C,Air,7088,7130,3.03,21476.64,9437,1772,4607,22,1,3,2783.13,Unknown,0,7088,0,100.0,5.9,Low,Green,1.012,0,1,Synthetic dataset created for academic semiconductor SCM simulation,5
2023-05-11,Microcontroller,Asia-Pacific,Consumer Electronics,Supplier_E,Road,6658,7238,2.81,18708.98,3283,1664,4327,30,0,9,1278.57,Unknown,0,6658,0,100.0,12.0,Low,Green,1.119,0,0,Synthetic dataset created for academic semiconductor SCM simulation,5
2023-05-12,Sensor IC,North America,Industrial,Supplier_E,Multimodal,5939,6160,3.2,19004.8,6297,1484,3860,19,0,21,1675.41,Unknown,0,5939,0,100.0,7.2,Low,Green,1.094,0,0,Synthetic dataset created for academic semiconductor SCM simulation,5
2023-05-13,Sensor IC,North America,Telecom,Supplier_C,Multimodal,6391,6371,5.65,36109.15,4674,1597,4154,34,2,14,1562.61,Unknown,0,6391,0,100.0,25.4,Low,Green,0.969,0,1,Synthetic dataset created for academic semiconductor SCM simulation,5
2023-05-14,Microcontroller,Asia-Pacific,Consumer Electronics,Supplier_A,Sea,6601,7314,9.58,63237.58,7040,1650,4290,12,4,34,844.24,Unknown,0,6601,0,100.0,31.6,Low,Green,1.24,0,1,Synthetic dataset created for academic semiconductor SCM simulation,5
2023-05-15,Logic IC,Asia-Pacific,Telecom,Supplier_A,Sea,8443,9045,9.48,80039.64,9602,2110,5487,35,0,33,1173.1,Logistics Delay,1,8443,0,100.0,42.8,Medium,Orange,1.26,0,1,Synthetic dataset created for academic semiconductor SCM simulation,5
2023-05-16,Memory Chip,Asia-Pacific,Industrial,Supplier_B,Road,11621,11777,3.45,40092.45,7998,2905,7553,33,0,9,2338.18,Unknown,0,11621,0,100.0,15.6,Low,Green,0.963,0,0,Synthetic dataset created for academic semiconductor SCM simulation,5
2023-05-17,Analog IC,Rest of World,Telecom,Supplier_B,Road,7217,8711,6.63,47848.71,1585,1804,4691,31,2,5,1718.16,Inventory Shortage,5,7217,0,100.0,60.2,Medium,Orange,1.252,0,1,Synthetic dataset created for academic semiconductor SCM simulation,5
2023-05-18,Analog IC,North America,Telecom,Supplier_C,Air,8338,8650,3.54,29516.52,6560,2084,5419,15,3,2,3782.71,Unknown,0,8338,0,100.0,10.5,Low,Green,1.08,0,1,Synthetic dataset created for academic semiconductor SCM simulation,5
2023-05-19,Memory Chip,Rest of World,Industrial,Supplier_A,Multimodal,11245,10992,6.09,68482.05,6413,2811,7309,25,3,13,2599.75,Supplier Delay,4,11245,0,100.0,49.3,Medium,Orange,1.032,0,1,Synthetic dataset created for academic semiconductor SCM simulation,5
2023-05-20,Power IC,Asia-Pacific,Consumer Electronics,Supplier_B,Multimodal,6914,7143,5.91,40861.74,3782,1728,4494,33,1,12,1599.32,Unknown,0,6914,0,100.0,19.1,Low,Green,0.987,0,1,Synthetic dataset created for academic semiconductor SCM simulation,5
2023-05-21,Memory Chip,Europe,Computing,Supplier_A,Sea,9498,10363,6.93,65821.14,10778,2374,6173,31,1,33,1192.11,Unknown,0,9498,0,100.0,33.5,Low,Green,1.104,0,1,Synthetic dataset created for academic semiconductor SCM simulation,5
2023-05-22,Memory Chip,Rest of World,Consumer Electronics,Supplier_B,Road,10654,13433,7.41,78946.14,2392,2663,6925,15,1,8,2778.59,Inventory Shortage,2,10654,0,100.0,19.5,Low,Green,1.324,0,1,Synthetic dataset created for academic semiconductor SCM simulation,5
2023-05-23,Power IC,North America,Consumer Electronics,Supplier_D,Air,3958,3821,2.13,8430.54,3597,989,2572,31,0,3,1675.04,Unknown,0,3958,0,100.0,13.2,Low,Green,1.073,0,0,Synthetic dataset created for academic semiconductor SCM simulation,5
2023-05-24,Power IC,Asia-Pacific,Industrial,Supplier_C,Road,6120,6745,3.24,19828.8,6094,1530,3978,12,0,9,1261.11,Unknown,0,6120,0,100.0,0.0,Low,Green,1.166,0,0,Synthetic dataset created for academic semiconductor SCM simulation,5
2023-05-25,Power IC,India,Industrial,Supplier_C,Road,4855,5164,7.51,36461.05,3102,1213,3155,16,0,10,1074.44,Unknown,0,4855,0,100.0,0.0,Low,Green,1.113,0,0,Synthetic dataset created for academic semiconductor SCM simulation,5
2023-05-26,Microcontroller,North America,Computing,Supplier_A,Air,5365,5272,6.13,32887.45,6088,1341,3487,15,5,6,2307.81,Supplier Delay,2,5365,0,100.0,33.5,Low,Green,1.065,0,1,Synthetic dataset created for academic semiconductor SCM simulation,5
2023-05-27,Memory Chip,Asia-Pacific,Consumer Electronics,Supplier_B,Multimodal,8982,8918,11.85,106436.7,7429,2245,5838,29,4,16,1969.76,Unknown,0,8982,0,100.0,28.0,Low,Green,1.174,0,1,Synthetic dataset created for academic semiconductor SCM simulation,5
2023-05-28,Logic IC,Asia-Pacific,Consumer Electronics,Supplier_E,Road,8496,8888,10.44,88698.24,7717,2124,5522,37,1,6,1741.62,Unknown,0,8496,0,100.0,23.9,Low,Green,1.141,0,1,Synthetic dataset created for academic semiconductor SCM simulation,5
2023-05-29,Sensor IC,India,Computing,Supplier_C,Sea,5985,5848,3.76,22503.6,4289,1496,3890,34,0,32,743.47,Unknown,0,5985,0,100.0,32.8,Low,Green,0.994,0,0,Synthetic dataset created for academic semiconductor SCM simulation,5
2023-05-30,Microcontroller,North America,Consumer Electronics,Supplier_A,Sea,6635,8481,9.41,62435.35,3581,1658,4312,32,4,35,1021.16,Inventory Shortage,3,6635,0,100.0,70.8,High,Red,1.318,0,1,Synthetic dataset created for academic semiconductor SCM simulation,5
2023-05-31,Analog IC,Rest of World,Industrial,Supplier_B,Multimodal,8771,8816,2.57,22541.47,11673,2192,5701,12,2,18,2245.36,Logistics Delay,3,8771,0,100.0,35.8,Medium,Orange,1.15,0,1,Synthetic dataset created for academic semiconductor SCM simulation,5
2023-06-01,Logic IC,Asia-Pacific,Telecom,Supplier_C,Sea,8244,8646,10.58,87221.52,4404,2061,5358,24,0,31,1113.36,Unknown,0,8244,0,100.0,20.0,Low,Green,1.044,0,0,Synthetic dataset created for academic semiconductor SCM simulation,6
2023-06-02,Memory Chip,North America,Consumer Electronics,Supplier_E,Multimodal,8825,10329,3.99,35211.75,4557,2206,5736,25,0,12,2284.65,Inventory Shortage,2,8825,0,100.0,22.0,Low,Green,1.396,0,0,Synthetic dataset created for academic semiconductor SCM simulation,6
2023-06-03,Microcontroller,Rest of World,Consumer Electronics,Supplier_A,Air,7809,9735,10.82,84493.38,4492,1952,5075,31,0,2,3784.05,Demand Spike,1,7809,0,100.0,21.2,Low,Green,1.421,1,0,Synthetic dataset created for academic semiconductor SCM simulation,6
2023-06-04,Sensor IC,North America,Industrial,Supplier_C,Multimodal,5948,5707,8.03,47762.44,5414,1487,3866,32,0,18,1354.64,Unknown,0,5948,0,100.0,19.2,Low,Green,1.112,0,0,Synthetic dataset created for academic semiconductor SCM simulation,6
2023-06-05,Memory Chip,Asia-Pacific,Consumer Electronics,Supplier_A,Sea,8992,9951,9.73,87492.16,11781,2248,5844,33,6,23,1018.56,Supplier Delay,2,8992,0,100.0,61.4,Medium,Orange,1.15,0,1,Synthetic dataset created for academic semiconductor SCM simulation,6
2023-06-06,Logic IC,Europe,Automotive,Supplier_C,Air,8219,8019,6.6,54245.4,4467,2054,5342,22,0,13,3383.19,Logistics Delay,5,8219,0,100.0,43.2,Medium,Orange,1.15,0,1,Synthetic dataset created for academic semiconductor SCM simulation,6
2023-06-07,Analog IC,Europe,Industrial,Supplier_A,Air,11021,13937,9.86,108667.06,14826,2755,7163,27,1,2,5427.02,Demand Spike,2,11021,0,100.0,27.9,Low,Green,1.259,1,1,Synthetic dataset created for academic semiconductor SCM simulation,6
2023-06-08,Sensor IC,Europe,Industrial,Supplier_D,Multimodal,4373,4877,7.22,31573.06,4068,1093,2842,36,0,18,1227.99,Unknown,0,4373,0,100.0,24.0,Low,Green,1.208,0,0,Synthetic dataset created for academic semiconductor SCM simulation,6
2023-06-09,Memory Chip,India,Automotive,Supplier_E,Multimodal,11022,12008,13.13,144718.86,13385,2755,7164,16,0,15,2905.72,Demand Spike,2,11022,0,100.0,18.4,Low,Green,1.247,1,0,Synthetic dataset created for academic semiconductor SCM simulation,6
2023-06-10,Memory Chip,Europe,Telecom,Supplier_B,Multimodal,9252,10091,2.81,25998.12,7258,2313,6013,16,0,21,2880.72,Unknown,0,9252,0,100.0,7.2,Low,Green,1.227,0,0,Synthetic dataset created for academic semiconductor SCM simulation,6
2023-06-11,Analog IC,Rest of World,Automotive,Supplier_D,Sea,7705,7420,7.69,59251.45,5806,1926,5008,28,1,22,835.35,Unknown,0,7705,0,100.0,21.1,Low,Green,1.103,0,1,Synthetic dataset created for academic semiconductor SCM simulation,6
2023-06-12,Analog IC,Asia-Pacific,Industrial,Supplier_A,Sea,7078,7497,8.04,56907.12,6079,1769,4600,17,0,30,976.8,Unknown,0,7078,0,100.0,14.4,Low,Green,1.195,0,0,Synthetic dataset created for academic semiconductor SCM simulation,6
2023-06-13,Power IC,Rest of World,Computing,Supplier_C,Sea,4500,5887,8.02,36090.0,938,1125,2925,24,0,30,772.42,Inventory Shortage,5,4500,0,100.0,59.2,Medium,Orange,1.469,0,0,Synthetic dataset created for academic semiconductor SCM simulation,6
2023-06-14,Sensor IC,Europe,Telecom,Supplier_D,Sea,6056,6135,5.62,34034.72,5676,1514,3936,22,0,28,664.5,Unknown,0,6056,0,100.0,15.2,Low,Green,0.979,0,0,Synthetic dataset created for academic semiconductor SCM simulation,6
2023-06-15,Logic IC,Asia-Pacific,Industrial,Supplier_B,Sea,7843,8753,8.03,62979.29,5707,1960,5097,30,4,19,893.47,Unknown,0,7843,0,100.0,31.6,Low,Green,1.334,0,1,Synthetic dataset created for academic semiconductor SCM simulation,6
2023-06-16,Power IC,India,Computing,Supplier_B,Road,7225,8649,5.16,37281.0,6352,1806,4696,35,0,5,1871.44,Demand Spike,3,7225,0,100.0,42.0,Medium,Orange,1.397,1,0,Synthetic dataset created for academic semiconductor SCM simulation,6
2023-06-17,Microcontroller,Europe,Consumer Electronics,Supplier_B,Multimodal,7354,10206,8.12,59714.48,2304,1838,4780,34,0,17,2781.6,Inventory Shortage,2,7354,0,100.0,36.8,Medium,Orange,1.615,0,0,Synthetic dataset created for academic semiconductor SCM simulation,6
2023-06-18,Sensor IC,Asia-Pacific,Telecom,Supplier_B,Sea,6342,6901,7.45,47247.9,3242,1585,4122,27,0,22,880.77,Inventory Shortage,5,6342,0,100.0,56.4,Medium,Orange,1.169,0,0,Synthetic dataset created for academic semiconductor SCM simulation,6
2023-06-19,Sensor IC,Europe,Consumer Electronics,Supplier_C,Sea,6715,6460,8.2,55063.0,8701,1678,4364,26,0,26,836.55,Unknown,0,6715,0,100.0,18.4,Low,Green,1.148,0,0,Synthetic dataset created for academic semiconductor SCM simulation,6
2023-06-20,Sensor IC,Asia-Pacific,Industrial,Supplier_C,Multimodal,6260,6606,7.93,49641.8,5667,1565,4069,26,0,11,1751.37,Unknown,0,6260,0,100.0,7.2,Low,Green,1.072,0,0,Synthetic dataset created for academic semiconductor SCM simulation,6
2023-06-21,Analog IC,Asia-Pacific,Computing,Supplier_A,Sea,6615,6402,5.76,38102.4,5054,1653,4299,30,0,25,775.17,Unknown,0,6615,0,100.0,22.4,Low,Green,1.033,0,0,Synthetic dataset created for academic semiconductor SCM simulation,6
2023-06-22,Logic IC,India,Automotive,Supplier_A,Sea,6845,7396,4.19,28680.55,6014,1711,4449,22,5,28,903.61,Supplier Delay,4,6845,0,100.0,64.7,Medium,Orange,1.102,0,1,Synthetic dataset created for academic semiconductor SCM simulation,6
2023-06-23,Microcontroller,Rest of World,Consumer Electronics,Supplier_D,Sea,5986,6298,5.51,32982.86,7825,1496,3890,31,0,24,803.91,Unknown,0,5986,0,100.0,22.8,Low,Green,1.179,0,0,Synthetic dataset created for academic semiconductor SCM simulation,6
2023-06-24,Power IC,Europe,Consumer Electronics,Supplier_A,Sea,4422,4505,4.24,18749.28,2722,1105,2874,34,0,34,578.76,Unknown,0,4422,0,100.0,34.4,Low,Green,0.982,0,0,Synthetic dataset created for academic semiconductor SCM simulation,6
2023-06-25,Sensor IC,Europe,Industrial,Supplier_B,Sea,5455,5821,3.25,17728.75,5386,1363,3545,34,0,30,726.7,Unknown,0,5455,0,100.0,31.2,Low,Green,1.034,0,0,Synthetic dataset created for academic semiconductor SCM simulation,6
2023-06-26,Analog IC,Rest of World,Computing,Supplier_B,Road,7664,7299,10.97,84074.08,3474,1916,4981,16,18,11,1464.76,Supplier Delay,3,7664,0,100.0,87.0,High,Red,1.012,0,1,Synthetic dataset created for academic semiconductor SCM simulation,6
2023-06-27,Memory Chip,India,Computing,Supplier_A,Air,10266,10705,4.03,41371.98,4769,2566,6672,24,0,3,5144.14,Unknown,0,10266,0,100.0,4.8,Low,Green,1.224,0,0,Synthetic dataset created for academic semiconductor SCM simulation,6
2023-06-28,Logic IC,Asia-Pacific,Telecom,Supplier_D,Multimodal,10660,10765,7.8,83148.0,10504,2665,6929,36,0,15,2462.35,Unknown,0,10660,0,100.0,21.6,Low,Green,1.096,0,0,Synthetic dataset created for academic semiconductor SCM simulation,6
2023-06-29,Sensor IC,Europe,Telecom,Supplier_C,Air,7172,7605,7.35,52714.2,6979,1793,4661,25,0,6,3300.24,Unknown,0,7172,0,100.0,6.0,Low,Green,1.016,0,0,Synthetic dataset created for academic semiconductor SCM simulation,6
2023-06-30,Power IC,India,Consumer Electronics,Supplier_B,Multimodal,4792,4645,8.98,43032.16,5529,1198,3114,15,0,10,1317.57,Unknown,0,4792,0,100.0,0.0,Low,Green,1.044,0,0,Synthetic dataset created for academic semiconductor SCM simulation,6
2023-07-01,Power IC,Europe,Industrial,Supplier_D,Sea,5542,5289,8.42,46663.64,3700,1385,3602,36,1,28,696.9,Unknown,0,5542,0,100.0,35.5,Medium,Orange,1.139,0,1,Synthetic dataset created for academic semiconductor SCM simulation,7
2023-07-02,Memory Chip,Rest of World,Telecom,Supplier_A,Multimodal,8842,9356,12.95,114503.9,9629,2210,5747,17,0,16,2176.48,Unknown,0,8842,0,100.0,3.2,Low,Green,1.039,0,0,Synthetic dataset created for academic semiconductor SCM simulation,7
2023-07-03,Microcontroller,Rest of World,Telecom,Supplier_C,Sea,6306,6459,7.87,49628.22,7050,1576,4098,30,0,35,720.95,Unknown,0,6306,0,100.0,30.4,Low,Green,1.006,0,0,Synthetic dataset created for academic semiconductor SCM simulation,7
2023-07-04,Sensor IC,Europe,Consumer Electronics,Supplier_B,Sea,5232,5446,4.01,20980.32,5360,1308,3400,24,1,26,651.92,Unknown,0,5232,0,100.0,19.5,Low,Green,1.14,0,1,Synthetic dataset created for academic semiconductor SCM simulation,7
2023-07-05,Microcontroller,Asia-Pacific,Telecom,Supplier_E,Air,6308,6075,9.92,62575.36,6740,1577,4100,23,0,16,2354.76,Logistics Delay,1,6308,0,100.0,14.8,Low,Green,1.005,0,1,Synthetic dataset created for academic semiconductor SCM simulation,7
2023-07-06,Power IC,India,Consumer Electronics,Supplier_B,Road,4664,4572,6.52,30409.28,4617,1166,3031,31,2,10,1041.09,Unknown,0,4664,0,100.0,20.2,Low,Green,0.932,0,1,Synthetic dataset created for academic semiconductor SCM simulation,7
2023-07-07,Logic IC,Europe,Automotive,Supplier_B,Air,9460,10486,5.54,52408.4,5040,2365,6149,19,0,3,4226.95,Demand Spike,2,9460,0,100.0,16.0,Low,Green,1.249,1,0,Synthetic dataset created for academic semiconductor SCM simulation,7
2023-07-08,Analog IC,Europe,Telecom,Supplier_D,Multimodal,6147,6257,3.93,24157.71,6016,1536,3995,20,0,19,1708.83,Unknown,0,6147,0,100.0,5.6,Low,Green,1.009,0,0,Synthetic dataset created for academic semiconductor SCM simulation,7
2023-07-09,Memory Chip,India,Telecom,Supplier_D,Multimodal,8108,7850,6.41,51972.28,5495,2027,5270,24,0,10,2237.12,Unknown,0,8108,0,100.0,4.8,Low,Green,1.019,0,0,Synthetic dataset created for academic semiconductor SCM simulation,7
2023-07-10,Logic IC,Rest of World,Industrial,Supplier_D,Air,6936,7543,6.61,45846.96,3884,1734,4508,21,0,3,3592.12,Unknown,0,6936,0,100.0,1.2,Low,Green,1.12,0,0,Synthetic dataset created for academic semiconductor SCM simulation,7
2023-07-11,Microcontroller,Europe,Consumer Electronics,Supplier_D,Road,6597,6942,6.91,45585.27,4855,1649,4288,21,0,11,1486.31,Unknown,0,6597,0,100.0,1.2,Low,Green,1.084,0,0,Synthetic dataset created for academic semiconductor SCM simulation,7
2023-07-12,Memory Chip,Asia-Pacific,Telecom,Supplier_D,Air,8001,9242,8.82,70568.82,1453,2000,5200,35,0,2,4405.63,Inventory Shortage,4,8001,0,100.0,50.0,Medium,Orange,1.231,0,0,Synthetic dataset created for academic semiconductor SCM simulation,7
2023-07-13,Memory Chip,India,Automotive,Supplier_E,Air,8710,9503,6.77,58966.7,7790,2177,5661,25,0,4,4519.64,Unknown,0,8710,0,100.0,6.0,Low,Green,1.049,0,0,Synthetic dataset created for academic semiconductor SCM simulation,7
2023-07-14,Power IC,India,Telecom,Supplier_A,Road,4488,4754,1.79,8033.52,1420,1122,2917,15,4,7,864.73,Inventory Shortage,1,4488,0,100.0,22.0,Low,Green,1.245,0,1,Synthetic dataset created for academic semiconductor SCM simulation,7
2023-07-15,Microcontroller,Asia-Pacific,Industrial,Supplier_A,Air,6450,6881,9.42,60759.0,7905,1612,4192,24,0,3,2710.51,Unknown,0,6450,0,100.0,4.8,Low,Green,1.214,0,0,Synthetic dataset created for academic semiconductor SCM simulation,7
2023-07-16,Sensor IC,India,Automotive,Supplier_E,Sea,5552,5898,10.59,58795.68,2912,1388,3608,30,1,20,641.56,Unknown,0,5552,0,100.0,21.9,Low,Green,1.158,0,1,Synthetic dataset created for academic semiconductor SCM simulation,7
2023-07-17,Memory Chip,North America,Automotive,Supplier_A,Multimodal,8980,9780,4.27,38344.6,9767,2245,5837,15,0,22,2777.48,Unknown,0,8980,0,100.0,8.0,Low,Green,1.213,0,0,Synthetic dataset created for academic semiconductor SCM simulation,7
2023-07-18,Logic IC,Asia-Pacific,Consumer Electronics,Supplier_B,Road,7405,7604,8.62,63831.1,5379,1851,4813,18,1,9,1371.45,Unknown,0,7405,0,100.0,3.5,Low,Green,1.199,0,1,Synthetic dataset created for academic semiconductor SCM simulation,7
2023-07-19,Analog IC,Asia-Pacific,Consumer Electronics,Supplier_D,Air,6356,6326,6.76,42966.56,5130,1589,4131,33,0,12,2560.26,Logistics Delay,2,6356,0,100.0,31.6,Low,Green,1.053,0,1,Synthetic dataset created for academic semiconductor SCM simulation,7
2023-07-20,Power IC,Asia-Pacific,Telecom,Supplier_C,Road,4021,4263,7.92,31846.32,4007,1005,2613,25,0,7,796.02,Unknown,0,4021,0,100.0,6.0,Low,Green,1.145,0,0,Synthetic dataset created for academic semiconductor SCM simulation,7
2023-07-21,Microcontroller,Asia-Pacific,Consumer Electronics,Supplier_A,Sea,7011,6945,6.96,48796.56,7785,1752,4557,20,0,30,710.77,Unknown,0,7011,0,100.0,14.4,Low,Green,1.159,0,0,Synthetic dataset created for academic semiconductor SCM simulation,7
2023-07-22,Power IC,India,Consumer Electronics,Supplier_B,Sea,5162,5156,6.77,34946.74,6535,1290,3355,35,0,34,562.39,Unknown,0,5162,0,100.0,35.6,Medium,Orange,1.008,0,0,Synthetic dataset created for academic semiconductor SCM simulation,7
2023-07-23,Power IC,Asia-Pacific,Consumer Electronics,Supplier_B,Road,4655,4797,4.54,21133.7,4079,1163,3025,17,4,5,916.57,Unknown,0,4655,0,100.0,14.0,Low,Green,0.979,0,1,Synthetic dataset created for academic semiconductor SCM simulation,7
